Gene,Condition,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
Gene_551,Target,7.267790437,6.600639118,7.276883825,5.766326593,7.753574919,7.289261021,7.675136077,6.224864896,5.990100766,5.363441237,4.402679225,4.174692355,5.106474516,4.782585624,5.492462767,5.605719059,5.007452784,5.73143302,6.317020941,5.616626397
Gene_552,Target,5.994443039,6.475298937,5.339493889,4.95579201,5.527617554,5.469960398,5.127009596,4.395565392,5.596818586,4.171022264,7.404841521,7.730767245,7.270970536,7.745934598,10.36635417,8.95252842,7.237856799,10.60453202,7.388348656,8.220487395
Gene_553,Target,8.25888767,8.164564941,8.042197185,6.149853168,5.653233885,8.411007538,6.944085431,7.254670046,7.45757485,5.250512383,4.876816677,5.894270266,5.535061252,6.252945318,4.561117832,4.923904093,5.038850361,4.742304397,4.535480112,4.039885067
Gene_554,Target,4.747820188,3.674312193,3.525970136,4.461785687,3.683432041,7.290152421,5.347130831,5.903781654,4.484776927,3.498059256,7.521960895,9.179586163,9.07627186,7.169334078,6.035675202,7.6462267,7.703911844,8.83271421,7.377051332,6.435052418
Gene_555,Target,7.679359157,6.250533909,7.316927966,6.81285588,6.555486461,7.307533164,7.498826908,6.066691274,6.705721258,8.081094242,4.731871908,3.500413749,3.820285375,5.752232201,4.545278572,5.190112932,6.500183341,6.158937906,5.124354823,4.711798458
Gene_556,Target,5.313205561,4.398897381,5.173076072,6.040370953,4.37700099,5.954348314,5.882753092,5.718559617,5.652242387,4.54034628,8.92282251,8.510415885,5.485617016,8.329713237,8.535864349,8.322385465,7.931289169,8.608668002,7.456299052,9.310287109
Gene_557,Target,7.443627791,6.53683854,7.859972367,8.328103639,6.216513017,6.098551319,6.211480987,5.096932826,6.766834184,5.354405805,6.208901741,5.43118656,4.65250514,3.998889807,5.677987068,5.498629104,4.73424659,6.564173319,3.229491892,4.982533838
Gene_558,Target,5.205464771,5.60621106,3.953167255,5.933505266,4.555180344,5.771340158,4.51720398,3.902593477,3.733164623,6.166566067,8.032233465,6.725965461,7.871608807,7.224227146,6.649254847,8.29696934,7.387028416,7.146270497,9.195335987,8.185251365
Gene_559,Target,7.403404012,8.573592562,7.213092279,5.49874293,7.442650752,8.519440327,6.482215551,9.545206014,7.24344204,7.251134451,5.424318736,6.084485344,3.992455631,6.424758427,6.542396133,6.448736435,5.37092435,2.464105836,4.997936111,5.613370692
Gene_560,Target,5.800779585,5.269632359,6.418338098,5.839731824,5.000811529,4.386957562,4.113818422,6.405937763,5.282095934,6.356208899,6.059573607,7.33119516,5.938331514,8.567327453,8.799150075,7.190667994,8.966102408,9.182284873,9.203112117,7.180494784
Gene_561,Target,6.71596349,8.231082083,7.040165061,8.647728211,8.228892075,8.073118288,5.961481049,7.798922759,7.092208984,8.386911469,4.067310559,5.069010444,5.370624511,5.491180002,4.654681503,6.958717382,5.471505836,3.870546476,2.575018409,5.099998267
Gene_562,Target,5.795534482,5.696133765,5.02611459,4.623084282,4.677161692,5.798079698,4.659659545,6.585786732,4.469942361,6.944750785,8.365942606,8.07176528,6.600958812,9.115503338,7.881767307,7.28161464,6.895530384,7.992099441,7.537932884,8.97770001
Gene_563,Target,7.383761463,5.976965591,6.525796254,6.962198741,7.278057648,6.349687428,8.259445808,6.50542752,6.864029529,7.32347899,5.193847966,4.229711991,5.053426103,6.023251235,3.623878755,4.274160551,6.373094555,6.779163762,5.468510069,2.387172302
Gene_564,Target,5.594146598,4.927063805,5.810027436,4.758556169,3.823098592,4.535227305,4.785300036,4.227235352,5.850308036,4.979057556,8.083997843,7.267573962,8.652926531,7.889368036,8.996086314,7.586265689,7.623062007,7.871774087,6.866053176,9.414824229
Gene_565,Target,8.701680688,6.441694388,7.353356814,7.224968219,6.847888935,7.338418957,7.31836134,6.506431088,6.843371013,7.565905817,5.477408483,4.039797359,6.491378118,5.109502576,6.006404138,4.362386077,4.560697726,5.162423086,5.346911745,5.497395952
Gene_566,Target,5.539610634,4.144487793,5.813239825,4.763577775,5.33195735,3.037968452,5.077169046,5.018767421,4.600357996,5.964352509,7.559131182,9.394618089,7.612945705,8.034980852,7.415229013,8.619438163,8.693172095,8.377379912,7.238102884,7.03774628
Gene_567,Target,7.014122825,6.345127889,6.460055332,8.105600556,7.586847946,8.862186416,7.624910397,6.966542196,5.71735084,7.854623762,4.166945967,6.30866884,7.062220747,4.068025078,4.110492576,5.85186779,4.884165242,5.952132956,5.803580491,4.981214607
Gene_568,Target,4.169527453,6.256647365,4.325922423,5.956032615,5.782793155,2.937962921,3.081255105,4.170913763,6.626879059,4.475755406,7.747302752,7.539379495,5.358041683,9.324880064,8.859203184,8.242014316,6.721593894,9.345354769,8.642485099,8.624396564
Gene_569,Target,7.805018489,7.1142662,7.658725246,7.093406508,8.096321273,7.62516843,7.664044181,7.714687773,6.665216449,7.63595768,6.061215275,5.397043832,4.064481905,4.464158396,4.357922541,5.91379804,5.409431201,4.512975058,6.153435066,5.354732313
Gene_570,Target,5.206602507,4.93095572,3.351379963,7.760037676,4.338815374,4.83975911,4.329167498,5.700525348,5.508631635,4.624428828,7.702627662,6.22873995,9.35517206,7.392992388,7.65990769,8.618246469,7.431829124,7.50463622,6.122128625,7.678790201
Gene_571,Target,5.638547077,7.800478255,6.893832703,7.048431911,8.666453874,4.357166055,6.726323789,6.804020642,7.783144788,6.02560367,4.574170478,4.384427802,5.311234107,4.97476047,5.461003359,4.451436712,4.705540148,4.845984823,4.761905978,3.773337417
Gene_572,Target,6.744631973,6.302415932,4.862160648,5.050040304,4.281073702,5.312320411,3.5629358,5.505786469,2.988161167,3.963450371,9.954576127,7.92195582,7.741650736,7.883049339,7.480364558,8.948763903,7.762510271,8.715270302,9.824721406,9.552781453
Gene_573,Target,6.532230424,6.954827274,7.798515711,6.203778137,6.02045005,7.320776203,8.395275663,6.698502751,7.163300292,5.330227098,6.051268104,4.42589384,5.441898879,4.028292506,4.365295569,7.212080884,6.94978815,4.221412676,5.755944795,4.215983733
Gene_574,Target,4.593695858,5.878503261,4.861766586,6.528985078,6.104061139,3.510878651,4.218270848,4.079969776,5.792522929,4.307119407,7.022695109,7.723916542,7.164325333,7.235156081,9.203511453,6.970661275,6.305493232,9.192569248,9.537774746,9.311332806
Gene_575,Target,6.501293843,8.183131828,6.717941498,7.312963554,5.938724801,7.755073455,5.532692335,5.825493455,5.576398281,8.2616653,3.239187615,5.493723542,5.929568839,6.443512243,6.978670152,3.596121195,6.029288459,3.59204142,4.946424381,5.955676101
Gene_576,Target,4.441718958,5.125426316,6.815110343,5.163036815,4.276533629,5.580954931,4.190287013,4.834852233,5.836162359,4.166106756,9.416339274,9.067412342,7.87690135,8.74424316,9.32799562,6.610053132,8.626394642,6.628529048,7.567263974,9.499906061
Gene_577,Target,7.695649627,8.780143283,7.615249895,7.949346023,4.480395859,5.612948639,7.2777001,4.770687816,6.658681736,6.37598335,5.458406736,5.027966222,5.944940007,4.340333229,5.088428779,3.745259252,5.636958104,3.789480867,5.726023751,7.666913394
Gene_578,Target,4.96001756,5.579088673,6.19614878,5.494905658,6.300792651,4.045683878,3.163813272,5.548612599,4.864019313,4.560628264,8.179973505,6.931168307,6.862549956,9.097500408,9.139783266,7.793791358,9.274022006,8.692754455,8.253779455,6.229204698
Gene_579,Target,8.139469235,8.648051009,7.202055372,6.902307799,7.136824229,7.098302873,5.605813422,6.204143659,8.218558386,6.916140033,4.701416029,5.668717656,6.245955811,4.178678834,5.062927899,4.400752973,5.274581559,6.506839829,6.232660741,5.257905521
Gene_580,Target,4.88105636,4.4428238,3.034930151,3.963217083,5.194714425,3.556148233,5.456115031,5.491070312,4.210930948,5.240205961,8.616637111,6.847403681,6.058303495,8.682500995,9.204677882,10.02779636,8.454527157,6.476002933,6.904459739,7.534946148
Gene_581,Target,7.816265267,7.321730213,6.815598222,6.065360964,7.725210515,7.882652445,7.979086919,5.651158036,7.883279047,5.730584886,5.420671027,6.173983768,4.344292166,5.897306042,4.592085661,5.313760221,7.257265718,4.92287706,4.230599622,4.589054612
Gene_582,Target,4.59421785,5.766105737,3.810490763,4.369634238,5.810225366,5.129241213,7.473665149,5.246081185,4.321646898,4.025729196,9.261973038,7.218326817,8.152241255,7.36196892,9.183497404,8.68660845,8.098658183,9.474353007,6.44314448,7.869318781
Gene_583,Target,5.685947678,7.233166062,7.874321393,7.359950086,6.142033727,6.664912334,6.446257366,6.555920973,6.793574037,7.73014809,3.977145868,4.545276571,6.41978954,5.812676912,5.829639214,6.319168329,5.276913902,5.9356452,4.463907509,3.861115525
Gene_584,Target,4.048774952,4.215845411,3.427805797,6.040341385,4.310781364,3.231862026,3.916827368,3.834695362,3.086939458,5.430220673,8.231260041,6.224718883,9.60951707,7.31774195,7.504128364,7.528130818,5.425856327,8.315443091,7.7978101,7.664444711
Gene_585,Target,7.702646444,7.314334957,6.353236903,6.68251702,5.404941872,9.842995799,5.938247319,6.288477518,8.637663831,7.336579735,3.668705906,5.493352244,4.364271094,4.75461621,5.907336087,3.991187202,4.112114952,5.057174009,3.707017909,4.97342859
Gene_586,Target,3.443361212,4.228953431,6.956964877,5.567244242,4.847232078,3.840439869,5.794597776,3.934136469,4.48670793,3.934090125,7.356824213,8.817414048,7.370888659,9.491066477,8.233849804,7.992200595,6.685083195,8.335385778,7.906832653,8.646596214
Gene_587,Target,6.030668268,8.681191187,7.357307413,6.059800859,7.059556026,7.098646529,7.324442236,5.585366813,7.850281851,6.059106328,4.481241249,5.524663647,4.577205616,4.826097975,4.151423148,4.167080321,5.604547478,5.97544187,3.844237721,4.286200993
Gene_588,Target,4.34979337,3.299682604,4.783391904,5.239704211,4.95409346,4.677479511,5.640966859,7.739273858,2.677614598,3.244159586,8.266237291,9.482293679,6.440900383,7.895969533,9.235044991,8.885353571,8.10929024,8.03833764,8.613507365,7.784516113
Gene_589,Target,8.653522679,6.442492845,6.324407147,7.948145873,7.410451993,8.303796861,4.880956331,6.858580505,6.594909404,6.627134108,6.031002515,3.596171717,5.127560308,6.140149331,5.702146666,3.178154959,4.486442482,4.021791808,4.0744728,4.132724024
Gene_590,Target,5.715681477,3.95594441,5.799605875,5.02806939,3.802638698,5.2474762,6.138607104,5.359040813,5.966047224,5.378185413,8.128149845,5.855287302,9.007742101,6.442809106,6.625145891,8.484094593,8.419217723,8.329083268,9.682752498,8.95572482
Gene_591,Target,6.399417682,5.908544147,8.530208067,6.731492979,6.978918807,8.219138442,6.604729923,6.576497868,6.230673244,7.753619651,4.14328066,2.846920685,3.930553906,4.882066893,4.057965931,5.280872536,5.313023072,3.389452984,4.74176053,5.903620201
Gene_592,Target,5.38628321,5.106030438,3.212983314,5.136867524,6.3902816,6.253107231,4.532809474,5.910865417,5.882817297,6.40656745,8.817612317,6.586662439,8.759253751,5.948011337,9.121186331,9.283659002,8.245416767,6.057397596,9.067870147,8.922060215
Gene_593,Target,8.295808408,6.836902427,6.949043771,8.347848642,7.585007019,5.91588258,7.631431849,7.422212681,7.692813231,7.523756799,5.520337026,5.743740574,4.707282072,6.438134817,4.102482325,5.521582853,2.986732435,5.07571781,4.955465764,4.48501855
Gene_594,Target,3.429624724,3.054138669,4.85861587,3.20761176,4.890028958,3.98974895,6.013837909,5.763021802,4.437090558,5.950086879,10.03690497,8.725339105,8.456811236,7.347226307,7.148718282,7.897038578,8.761011051,7.081823036,7.178381203,7.499448007
Gene_595,Target,6.312171358,6.865361037,5.824211691,5.489829804,8.452435749,7.586412053,7.349712062,5.379664061,4.20130183,7.952201262,5.687914128,5.550253334,5.725513115,5.889742205,5.051056449,3.412568279,4.850909344,6.593447062,4.416947965,3.924293809
Gene_596,Target,3.107692807,5.323341983,5.717549357,5.89239203,5.600426998,6.005161716,6.31590436,4.535579493,4.20328991,5.784223734,9.806836392,8.095468404,8.89333271,8.991144027,7.537412746,8.145192338,8.437247246,8.699617544,7.564760715,6.781021316
Gene_597,Target,7.670515637,5.492899131,6.527357397,8.01290874,6.516779568,7.198748987,6.145526067,7.286365448,7.733599527,8.146389015,5.587948215,4.876977633,4.121448062,4.729216894,5.719181374,6.736720839,5.2593007,4.479405923,3.850345279,4.663735076
Gene_598,Target,6.579069338,3.540055193,3.994080542,5.313529004,1.899184553,6.38527762,4.736746009,4.765212284,5.566987069,7.753592914,6.999614042,7.329932455,8.561308077,6.424477701,7.960256507,8.224932786,8.248199002,8.053951363,8.700225725,7.622540011
Gene_599,Target,7.234903561,7.944441723,7.584734142,7.215064003,7.100327204,9.414305708,6.737708763,6.759911534,7.239866735,7.971971855,4.991545633,5.040160937,4.231529655,6.392562854,4.594260628,5.314001787,6.19935563,3.351575392,6.354455206,5.558091442
Gene_600,Target,4.747227184,5.639309084,4.423579217,4.990571694,4.183402259,5.481049146,4.735962641,4.769777441,6.40370557,6.479103423,7.301255035,8.860911662,8.490106712,8.740470852,8.62904053,7.405170442,8.002091554,7.343791665,7.694287288,7.496334958
Gene_601,Target,6.84937004,7.800940558,5.813282152,7.430636364,7.216747094,7.961292346,5.44343569,7.544843926,7.327768822,6.511190767,5.124061213,4.62606188,6.669646748,5.304418251,4.870338749,4.938594395,4.395816294,5.269262248,4.031416867,5.190657518
Gene_602,Target,3.134026739,4.708858119,6.105309777,4.591651189,5.66964531,7.065289238,6.026631089,5.638331846,5.779955035,3.634660481,7.080364418,10.03849387,7.473171191,9.142080135,8.485492825,6.702428626,8.732456439,7.478984163,7.553971377,7.444594155
Gene_603,Target,8.01351021,7.760511005,7.515606076,7.70377235,5.129419682,6.957377528,6.419666239,6.234804133,6.174307896,6.607867754,4.185535249,3.951031183,3.501996865,6.875445,5.471965432,5.10191708,6.388516102,3.979370953,5.031853848,5.994622667
Gene_604,Target,4.553573469,3.710470506,4.419656725,4.260778872,5.45775747,5.888011839,5.019957132,4.628668491,2.739087497,4.759564125,8.677716887,7.03994526,8.259146016,8.220976052,6.792270105,9.483409307,8.533265348,8.837739566,7.513073727,9.496624481
Gene_605,Target,6.420639828,7.19571006,5.704864037,6.212543899,6.871876835,7.73202977,6.509678106,6.364462133,6.979697352,5.214259691,3.926160731,3.429096467,6.12604749,4.873419883,5.052840958,4.883471888,3.615413909,4.218867323,5.72933821,5.175111483
Gene_606,Target,5.855533165,5.334850021,4.891470126,4.550253863,6.868178784,4.682458843,4.75850321,5.333186532,5.214775378,3.567731124,7.803919782,8.57895407,6.761485145,9.187295409,6.944011775,6.118342486,6.667685299,9.209450733,9.009651517,10.07451834
Gene_607,Target,6.882352861,6.549961636,8.012037732,7.979332497,5.242659349,6.834402548,6.879392103,5.27677706,6.736884664,6.086971227,5.235127002,5.826955319,4.275311357,5.240226405,4.711945835,4.731412817,6.673277055,4.546904769,5.20143268,4.556073807
Gene_608,Target,5.354496197,7.414924744,4.134529653,3.97681975,4.651775672,4.15007688,4.762998173,3.52478942,5.071712166,3.052594029,7.179394037,7.759555197,6.844433752,8.291973129,6.934352643,7.90431527,8.27170866,7.156575615,7.186433362,9.002699943
Gene_609,Target,6.467459461,8.049806285,6.019741201,5.610875358,7.618205755,7.057383887,7.080424626,5.693403796,8.390385996,7.022933893,5.03434204,4.180549154,2.502504896,4.214366782,4.468432025,5.349905927,4.444617225,6.18977291,4.933795544,5.394505847
Gene_610,Target,5.514431098,5.270877412,5.223966589,6.064393196,5.295684352,4.529039848,7.289212561,6.029646165,4.783277441,5.416372096,9.264270928,7.744923164,9.118445269,8.717774268,7.236376002,6.311931799,9.070709712,10.71924248,9.507981638,8.153245994
Gene_611,Target,7.408452752,9.846159107,8.821229372,7.46157298,7.186493714,8.096070638,8.272041585,7.099827951,5.779930007,6.735700136,2.042829003,4.560149112,4.38265337,5.016416574,3.095568353,3.322596944,5.945067047,4.621005758,5.588993552,5.818058865
Gene_612,Target,6.947192034,4.37804623,5.125024918,7.919473801,5.46378157,6.618669964,6.055785709,4.197418239,5.548168111,3.473807932,9.721437241,8.233040294,7.375369827,7.542817354,9.86440229,8.325233153,10.14151934,7.219630696,9.02025729,6.913980564
Gene_613,Target,6.705519112,8.361482776,7.684102567,7.408123545,8.40905362,8.681213392,7.327218019,7.085041871,6.749102279,7.098685918,4.622748537,3.604392251,4.661802063,4.318901817,4.955846938,4.310174253,3.978322059,4.584590608,5.389317942,4.588520049
Gene_614,Target,3.575769083,5.741060317,4.025470889,2.725998282,4.868757039,4.761546677,4.992958976,1.893515563,4.213651679,2.18632777,7.044347075,8.474993468,9.166213351,8.257740431,7.199171169,8.348514957,8.194937083,8.293686276,6.673111548,7.195708274
Gene_615,Target,6.758097813,7.413943723,7.875947042,4.666487468,7.381418577,6.571511067,6.416802609,6.497921175,6.946024915,6.844805098,5.034309916,6.468014101,4.866118095,5.18465502,4.320096636,6.039100894,4.247260669,4.972514619,4.313715675,5.878468695
Gene_616,Target,5.261881548,7.22703703,4.379866503,6.132395053,4.381315989,4.161243277,4.317539931,4.128514117,4.449465517,5.410294199,6.978922283,8.544943138,7.194257701,9.140466846,7.691782605,7.778260948,9.68982217,9.120992462,8.817426683,6.708318244
Gene_617,Target,8.341968902,7.756946004,5.760133071,5.759366987,8.48490516,8.377010903,7.376801326,7.364145186,8.607696569,5.480312283,5.003953126,4.842523367,5.447676703,4.550803875,5.54400729,4.983929493,4.569978081,6.75138403,3.360835966,4.975273213
Gene_618,Target,4.048327864,4.477713529,6.146443388,6.541000276,3.773446426,5.573499313,2.835378052,2.200559503,4.037238844,5.172454643,6.876914291,7.801128054,6.201453425,9.477257515,6.153038071,7.289294613,7.55474029,7.03791202,7.553114124,7.382387379
Gene_619,Target,6.704094976,5.349291768,7.543054955,5.57694287,6.41662589,8.02037253,6.606158103,6.918467343,6.79364384,6.816857411,6.427127514,6.937137135,3.919500008,5.345471812,4.423747343,4.53016912,4.59110733,3.734994681,4.976565646,5.490516654
Gene_620,Target,5.518797879,4.09910947,5.740964681,3.40615656,3.511236576,5.976360767,5.697848467,4.258606103,4.525380922,4.850521856,6.81310627,7.421757223,7.527524025,7.095848218,7.447972281,7.054273929,7.562671957,7.273638584,8.961074786,9.716606733
Gene_621,Target,6.293140098,8.606547179,6.828415543,5.401887882,6.35267873,7.590723387,6.64364842,7.887005458,6.838544307,4.994686521,3.315875686,6.865215455,6.025978951,5.269400474,4.145219099,5.607412086,3.374957429,6.02255506,5.389260149,4.411373215
Gene_622,Target,4.60280511,4.066594589,5.443110295,4.097720262,3.638330987,5.62290666,4.923194766,5.341267841,3.60957649,5.437442882,8.705185373,8.211887089,6.773385708,9.1407988,7.612410645,9.107517473,9.588053611,8.225558571,8.102096857,9.541631955
Gene_623,Target,6.170344273,7.790268964,7.377414311,6.702988942,5.370873103,8.030283225,7.754261595,6.82233885,7.428876293,6.039334628,5.295840412,4.61230493,5.008733321,4.95812,4.134963981,5.350351165,4.541603433,5.856727069,6.977289371,4.791017341
Gene_624,Target,4.67693302,4.693571552,5.710582786,4.737485404,5.295185196,3.991195825,5.509187399,4.896265929,4.035498645,4.332467065,8.530939207,6.847750424,6.920104874,8.539395391,7.563771959,6.138316694,8.903665802,7.573698865,6.997141979,9.543200001
Gene_625,Target,5.004238852,6.032701497,7.642650639,4.736085086,8.004206352,6.871065903,6.668144432,6.940032956,5.688785617,6.342352409,3.823827432,4.883683795,4.483150178,4.871373211,4.916393411,4.119626061,2.298599338,5.766591511,7.405535657,5.460119631
Gene_626,Target,5.010147893,6.56213812,5.412846045,3.811137808,5.714549932,5.585076174,3.748038831,3.120433451,5.012083067,4.291891106,8.380096481,8.066308295,9.740116703,9.629574113,8.554810072,7.333222027,6.561446754,7.467877621,6.781783808,8.845542466
Gene_627,Target,6.342203448,7.265200204,7.614049679,8.077618502,8.010095408,6.873384889,7.147833018,6.50751903,7.105833422,5.372869606,3.543172823,5.495749,5.060475796,5.192022765,3.841115186,5.286194789,7.377265626,6.31186851,4.467569133,4.0653068
Gene_628,Target,6.490453709,5.227561267,4.451606078,3.326804408,4.532877971,3.932661453,3.39673313,5.655153384,5.745458404,5.522493194,8.235064917,7.116058088,8.403798989,8.770401677,8.197758115,10.12796399,7.31100504,8.651166678,6.257588368,10.69244102
Gene_629,Target,6.189690191,5.72579979,6.06240674,7.246395939,5.969440883,6.467214815,7.240382659,6.756255534,7.058646522,6.071618582,4.469201326,4.512646994,6.635749297,4.654496042,4.351913899,5.686176847,5.838349455,5.03448381,5.959133781,4.286436418
Gene_630,Target,6.35407242,4.182502836,5.768808278,4.290354343,6.311671529,4.979893381,3.951835234,4.560254448,5.277314761,5.025963052,6.324320444,9.303659443,7.900492042,6.258672767,8.638031092,7.521747342,8.673945874,8.647983984,6.289988677,8.598883147
Gene_631,Target,6.462439308,6.601997012,7.013519886,7.238845262,6.886681633,7.736228878,5.626995888,6.451745215,7.264802742,7.048652877,6.442281228,5.028283974,6.179250792,3.330528508,4.946350516,5.07291902,3.94480021,6.578826463,4.384340045,5.51311056
Gene_632,Target,6.00836594,6.880134521,5.498925632,4.579369187,2.486095756,5.072848727,4.626686107,5.856937735,6.509997153,3.377525686,8.140226695,7.02571118,9.101309941,8.005461025,8.488797058,7.662092604,9.433596581,6.609855651,9.11023929,10.09038488
Gene_633,Target,7.771070741,6.819416089,6.620643228,6.836418113,7.079582653,7.377531007,8.58085031,7.409114684,7.296343371,7.436672843,6.24522913,6.139951565,4.431784194,5.116019104,4.721381487,4.228050752,4.545241247,5.062700983,3.240370693,5.113144178
Gene_634,Target,3.255339183,4.994288756,4.280771352,4.37583354,4.234158172,4.140524804,5.955607725,4.5362345,5.051451863,5.990747998,8.167566707,8.096037425,6.942931482,8.765747958,9.373477318,8.504127722,7.597390165,8.70712862,5.454342576,7.351162489
Gene_635,Target,7.078933419,9.070190199,5.844255184,6.270278519,6.49248858,6.502606608,7.223981753,7.411686902,6.482742675,7.098831576,5.114195421,4.019575725,3.563921586,5.224297285,4.891645864,4.874120198,6.603443344,6.021421031,5.489050724,3.596178153
Gene_636,Target,4.045235984,6.456603662,6.261967147,3.49117456,5.827534645,4.192117001,6.526318484,4.849553237,5.518924257,6.350831629,9.144636588,7.916225102,9.175957398,7.364844558,8.311234499,7.457254057,8.403799279,6.68262362,8.598355214,9.238013701
Gene_637,Target,8.27814892,6.865836151,9.359866231,6.43460637,7.343093784,5.676951055,7.363631735,7.251295835,5.527513922,7.038793524,5.319269277,5.492448886,5.196957164,4.271300186,3.628697517,6.477973095,4.682004342,6.23964116,3.007140839,7.020977455
Gene_638,Target,3.921947773,4.722671497,5.801512954,5.253281664,4.279616811,2.641584701,5.040607558,4.11603867,2.03428141,4.590958526,8.408056088,7.362403428,7.971751952,8.393716024,6.244594116,9.261883691,7.924223264,10.78944322,9.233872765,9.839351361
Gene_639,Target,6.705535136,6.432756294,7.440973573,7.198768337,5.562963707,7.923776581,7.59609628,7.379804687,6.968559621,6.30200416,4.060084403,4.038085103,2.645114142,6.91869515,6.061828281,4.046667517,4.873777505,4.701385422,4.739058386,4.772136161
Gene_640,Target,5.687742189,4.838796316,5.27851721,5.740872101,5.467529997,4.881313708,5.406052776,2.607835427,4.494673718,6.487477809,8.309696976,9.44297305,7.673861925,6.986359517,7.05892102,8.049649743,6.68166995,9.197644944,8.2714411,7.664715238
Gene_641,Target,8.254409343,7.240993549,6.702456933,5.274274486,5.616326831,6.481489516,6.560699073,7.238973288,5.736747602,5.320979877,4.291354109,6.42084464,4.300812593,5.182709845,4.905835398,4.311339821,3.982840184,4.305329628,3.854460509,5.858818854
Gene_642,Target,4.982185563,5.145307431,4.924629343,4.765446876,5.191711415,5.081645299,4.585630377,6.201195677,6.020922044,4.693961091,8.021458803,7.967156072,8.463346103,9.048257824,6.898961365,7.694487598,6.54039395,7.524459228,8.296586558,7.764215283
Gene_643,Target,6.04818681,6.992276208,6.486797859,6.87341296,6.625625177,6.341478697,8.220320242,4.914743655,6.975404345,7.358137795,4.570934764,4.863540798,5.033650532,5.088776233,4.983473347,3.531540632,6.808386633,5.159795332,4.65042723,3.998755758
Gene_644,Target,5.931142984,5.192429289,5.490655928,5.292267639,6.018432286,5.470395838,4.975923339,4.944697269,5.777568711,5.202309018,7.564567127,8.69458197,7.636689133,6.622315094,10.22296589,7.791150671,7.659551768,9.87615438,9.577331791,6.120674198
Gene_645,Target,6.752914129,4.658870481,6.423255436,6.808508455,6.790333226,5.700937486,6.557217675,6.82167071,6.042652058,6.736526694,3.836588241,2.212871242,4.86622478,4.838481847,3.425647695,5.520209696,5.999996058,5.221678411,5.340737773,4.881528373
Gene_646,Target,4.711593424,5.45748209,4.434097366,5.821732091,4.683413998,5.660503534,7.095893032,5.003715144,4.330596107,5.968898947,7.488496099,8.641846097,7.463899461,8.013725711,8.188534955,7.618537928,9.74027557,7.691957902,7.99733373,8.679343468
Gene_647,Target,7.709047357,7.133388791,6.859331005,8.01490105,7.349409142,7.998466501,6.537745564,9.105807291,8.639449017,6.076361629,4.689995023,4.274475711,6.279639956,5.309090332,5.184889328,4.228521528,6.765817277,6.169396991,5.419243561,6.697214565
Gene_648,Target,5.163339504,4.604899153,2.475510795,4.071462395,3.240749226,2.65580467,2.384108854,4.430948365,5.348775786,4.111981328,8.220390945,6.884543903,9.271062125,6.746695755,9.095042873,7.777896059,6.700597612,8.498382847,9.419760969,7.775690729
Gene_649,Target,7.576726054,6.999552966,7.224857534,6.700509631,6.520695286,6.129272601,7.05492838,6.085498964,7.472308457,6.925397097,2.824491624,2.005956338,3.196906695,3.786029803,4.440965268,5.380007061,3.707097762,2.935140863,5.299987723,5.191329939
Gene_650,Target,4.229493593,5.227956514,4.65244345,6.619067564,4.813585386,3.883102814,5.84647839,5.87860409,5.880519347,5.779270603,6.617134269,8.356057953,6.793039739,7.999070078,8.017126927,7.989896999,7.253700223,7.322212938,7.269729017,9.201040581
Gene_651,Target,5.58993006,5.27873503,7.665444917,6.569193282,6.670961281,8.563309466,4.404126465,6.057530315,6.948378484,7.638954546,6.029142339,6.380982379,5.253639999,5.564873925,5.56784119,6.283028242,5.147752799,5.524539167,5.01961345,5.585404405
Gene_652,Target,5.985036967,4.996307663,4.418622623,3.916857704,3.741547339,3.875772935,4.974750576,3.737495093,2.133440867,6.643598947,9.082627436,8.007252848,8.325580279,8.082009571,8.300555921,7.795950449,8.701710574,8.669385076,10.01740949,8.736558777
Gene_653,Target,9.346958025,7.843500091,8.717708395,7.470769583,7.104437506,7.403619743,8.495243862,7.551290366,7.835632439,4.92729935,4.707271732,5.376835556,4.695339064,5.301981691,6.037837405,5.769629971,5.044934095,5.788201533,5.065899677,6.427413928
Gene_654,Target,3.888255782,7.13902318,3.451755577,4.354689361,5.460041674,7.025432154,4.731453749,5.554412753,4.400850066,6.201642125,6.58965635,8.547697463,9.432910207,9.01937489,8.957926211,8.229928325,7.055957379,9.371204093,7.224670816,8.868837987
Gene_655,Target,6.259751979,6.881115269,6.313240472,5.273501499,7.264165383,8.041568343,7.416865435,7.349181826,6.309150742,8.684502966,4.204363667,6.220489462,6.638924206,5.986604898,3.406164927,4.956452455,4.955975791,6.320130233,4.351400025,5.334219982
Gene_656,Target,4.976732097,4.992248953,5.227802583,5.1219448,5.844952866,4.488859224,6.965046156,6.228312746,5.010252374,4.015347409,7.972633266,8.03673272,8.493216988,7.941702056,6.735407986,9.63762598,7.343556844,7.055683939,6.026494212,6.556015257
Gene_657,Target,5.841355898,6.862879621,8.454964946,6.821010081,7.330591716,6.938770675,8.844573337,7.152831915,7.543457335,7.142974938,3.973697419,5.113182259,4.562547308,6.356049281,4.244901112,5.105578701,5.687726317,5.32063911,4.473418754,4.621895955
Gene_658,Target,6.165345215,4.53061012,5.464026376,5.984106216,5.347282302,3.374015569,5.821407163,6.623636729,5.369118124,5.247271936,8.543087857,6.796587979,7.823719628,7.52124982,9.859852781,9.406664669,8.853349157,7.508855364,8.54838042,6.385102307
